desc,variable,value
皮膚露 Q.V.Skin Lotion 1L,scode,QV-011719
皮膚露 Q.V.Skin Lotion 250mL,scode,QV-011715
皮膚露500ml,scode,QV-011718
石春鞋 (大碼),scode,0000203
石春鞋 (中碼),scode,RT00005
石春鞋 (細碼),scode,0000205
"休閒座椅（18"")                                              ",scode,JML01
全天然活性碳包（大）-500g,scode,ECO103
全天然活性碳包（小）-150g,scode,ECO101
全天然活性碳包（中）-350g,scode,ECO102
全天然活性碳包（鞋用）,scode,ECO104
全矽膠胃喉,scode,OFBC14FG
全黑手杖,scode,0000139
全穀物經典餐,scode,4713282762158
冰原有機即溶大燕麥片,scode,OFARM791
冰原有機黑麥片500g,scode,OFARM811
冰湖野米十穀米,scode,OFARM1653
冰菠蘿,scode,ICE003
合金紅酒開瓶器,scode,WINE02
吉福小餅,scode,32041347
回歸活動紀念廣告帽,scode,GREENSPARK-01
多功能竹炭包(2包/組),scode,CHQ8061
多功能竹炭包(3包/組),scode,0001039
多功能橘油清潔劑,scode,35020066
多用途竹炭片8片,scode,0000061
多用途竹炭片9片,scode,0001049
好麥起士薄燒,scode,32054255
安士滴血糖針,scode,4897035940014
安士滴血糖針,scode,4897035940120
安心寶成人（無香味）濕紙巾80片,scode,CAR005
安心寶-至尊裝成人尿片（10片*10包）-大碼,scode,CAR002
安心寶-至尊裝成人尿片（10片*12包）,scode,CAR001
"安心寶床墊60*90,10片",scode,CAR003
安心寶藍色三層口罩-獨立裝,scode,CAR004
"安而康床墊紙 36"" X 24"" (10張/包)                            ",scode,0000102
安怡長青（850g）,scode,M0102
安怡長青1.9kg,scode,M0015
安康寶成人片心E006,scode,AKP001
安爾康10片（M),scode,AYK001
安燕家燕麥800g (12包/箱),scode,0000035
"扣鈕器及拉鍊輔助器, 黑色",scode,MS0008
收費膠袋,scode,BAG01
曲柄灰頭銀身黑腳四,scode,FHS-08
有前碌助行架,scode,WH-FS-912L
有機15果糧香脆條,scode,GBF-TX3010
有機15果糧香脆條(展銷盒),scode,TX3088
有機15果糧香脆條(單條),scode,TX3068
有機15果糧香糧脆粒,scode,TX3030
有機15果糧脆脆粒,scode,TX3111
有機３色胚芽米片,scode,TX508A
有機3色發芽米糊,scode,TX1090
有機８穀片,scode,TX501A
有機人蔘紅棗茶,scode,32240559
有機八寶粥,scode,32140156
有機十穀即食燕麥片,scode,LCL0032
有機三色藜麥454g,scode,OFARM1203
有機三色藜麥片250g,scode,OFARM-GW1530
有機三葉草蜂蜜(1000g),scode,32240269
有機三葉草蜂蜜(250g),scode,32240153
有機三葉草蜂蜜(500g),scode,32240252
有機大黑棗 300g,scode,32151077
有機大燕麥片,scode,32190557
有機五穀粉 - 有糖(家庭用),scode,32190281
有機五穀粉(10小包),scode,32191790
有機木瓜檸檬酵素,scode,32240627
有機木耳膠原飲,scode,OFARM1091
有機冬陰功（椰漿及泰國青檸檬）,scode,TC1002
有機玄米片,scode,0001110
有機甘津,scode,32070699
有機甘栗仁,scode,OFARM2019005
有機白米米粉,scode,NSF01
有機白胡椒粉,scode,32111057
有機全麥面,scode,32021356
有機肉桂粉,scode,32111033
有機西梅,scode,108027
有機西梅汁,scode,NSF09
有機冷壓亞麻籽油,scode,32100389
有機即沖朱古力8穀營養餐,scode,TX1030
有機即沖朱古力8穀營養餐,scode,TX1150
有機即沖朱古力8穀營養餐,scode,TX1240
有機即沖芝麻8穀營養餐,scode,GBF-TX1310
有機即沖芝麻8穀營養餐,scode,TX1130
有機即沖芝麻8穀營養餐,scode,TX1220
有機即沖芝麻8穀營養餐(無糖),scode,GBF-TX1320
有機即沖芝麻8穀營養餐(無糖),scode,TX1140
有機即沖芝麻8穀營養餐(無糖),scode,TX1230
有機即沖蕓呢那8穀營養餐,scode,TX1040
有機即食杞子,scode,OFARM910
有機即食黑麥片,scode,32191363
有機即食綜合穀麥片,scode,32191288
有機即溶苔麩片250g,scode,OFARM-1370
有機杏脯果乾,scode,108028-1
有機決明子茶,scode,32191813
有機豆奶,scode,32182453
有機豆奶粉,scode,LCL0025
有機豆奶粉（袋裝）,scode,LCL00025A
有機豆瓣醬（大）,scode,0001112
有機豆瓣醬（細）,scode,NK003
有機乳酪,scode,111001-2
有機亞麻仁子,scode,32220070
有機初榨冷壓椰子油473ml,scode,GBF-TA6002
有機初榨冷壓椰子油-710ml,scode,GBF-TA6003
有機初榨椰子油207ml,scode,GBF-TA6001
有機初榨椰子油25ml,scode,GBF-TA6000
有機咖啡,scode,0000501
有機咖喱,scode,NSF108
有機奇亞籽桑椹飲,scode,32183344
有機岩鹽,scode,NSF109
有機果醬,scode,ME6026
有機芝麻粒,scode,TC5002
有機芭樂汁,scode,32182361
有機花生,scode,T12
有機花生350g,scode,NSF13
有機金黃葡萄乾,scode,32061284
有機青綠葡萄乾,scode,32060676
有機青檸粉,scode,TC2001
有機帝皇菜糙米面(special off),scode,TH0060
有機枸杞子,scode,32150094
有機洋薏仁,scode,32220056
有機洛神龍珠果酵素,scode,32240603
有機活力米香捲,scode,32054798
有機眉豆1lb,scode,NSF16
有機秋木耳（小盒）,scode,NK0001
有機紅石榴藍莓汁,scode,32181562
有機紅石榴藍莓汁,scode,32181586
有機紅豆,scode,NSF15
有機紅豆350g,scode,NSF10
有機紅豆奶360ml/瓶,scode,32183689
有機紅咖喱（椰漿+甜羅勒）,scode,TC1001
有機紅酒2002,scode,WINE003
有機紅酒2008,scode,WINE001
有機紅酒2009,scode,WINE002
有機紅薏仁,scode,32220032
有機紅薏仁綠豆湯,scode,32140477
有機美國即沖麥片,scode,NSF08
有機美國紫無花果乾,scode,OFARM082
有機胚芽水果多穀早餐,scode,TX5130
有機胚芽朱古力多脆塊,scode,TX5132
有機胚芽朱古力多穀早餐,scode,TX5131
有機胚芽紅米穀片,scode,TX502A
有機胚芽糙米穀片,scode,TX503A
有機茄汁,scode,NSF110
有機食品福袋O1,scode,2017O1
有機食品福袋O2,scode,2017O2
有機食品禮籃O3,scode,2017O3
有機香茅粉,scode,TC2002
有機香料,scode,0001115
有機香草,scode,NSF107
有機香菇胚芽米粥 (3包),scode,TX333C
有機香菇胚芽米粥（試食裝）,scode,TX203A
有機香菇菠菜胚芽米粥,scode,TX2080
有機香醇黑糖,scode,32120196
有機埃及豆(雪蓮子),scode,32150841
有機姬松茸,scode,GBF-CM3260
有機核桃 (無烘焙),scode,32070071
有機桑椹果粒凍,scode,32053081
有機海帶片,scode,NK0006
有機海帶絲,scode,NK006
有機烏龍茶,scode,32190526
有機烏龍茶,scode,4713810112578
有機純紅石榴汁,scode,32181371
有機純紅石榴汁 314ml,scode,32181364
有機茶佳葉龍茶 (無糖),scode,32181739
有機茶烏龍 (無糖),scode,32181654
有機乾乳酪-草莓,scode,111001
有機健康禮籃,scode,PACK20170209
有機梅精,scode,32190366
有機甜脆粟,scode,108311
有機荷荷芭油,scode,35010272
有機速食野菜紅米粥,scode,TX202A
有機速食野菜紅米粥 (3包),scode,TX333B
有機速食紫菜紅米粥,scode,TX201A
有機速食紫菜紅米粥 (3包),scode,TX333A
有機麥蘆卡蜂蜜(1000g),scode,32240122
有機麥蘆卡蜂蜜(250g),scode,32240160
有機麥蘆卡蜂蜜(500g),scode,32240115
有機提子乾,scode,0001117
有機無糖豆乳360ml,scode,32183726
有機猴頭菇,scode,GBF-CM261
有機發芽米糊**香蕉及南瓜,scode,TX3090
有機發芽米糊**香蕉及菠菜,scode,TX3091
有機發芽黃豆,scode,NSF17
有機發芽糙米1kg,scode,4897014723768
有機發酵果汁（蘋果味，蜜桃味，紅梅味）,scode,LCL0046
有機粟米,scode,0002004
有機粥- 3款合1,scode,TX333D
有機紫米八寶粥,scode,32140522
有機紫米八寶粥,scode,32140552
有機紫菜,scode,LCL0028
有機紫菜60g,scode,NK009
有機紫菜芝麻,scode,TX2040
有機菊花,scode,32150735
有機菜 2,scode,0002001
有機菜 3,scode,0002002
有機菜（4等）,scode,0002007
有機菜（5等）,scode,0002008
有機菜（三等）,scode,0002005
有機菜1,scode,0002000
有機菠蘿脆片,scode,SUN201602
有機雲耳玉露(低糖),scode,4713327255997
有機雲耳玉露（低糖）,scode,4713327256000
有機雲耳玉露(原味 ),scode,4713327255966
有機雲耳玉露（原味）,scode,4713327255980
有機黃豆,scode,TC5004
有機黃豆350g,scode,NSF12
有機黃豆薄鹽醬油,scode,32110135
有機黃咖喱（椰漿）,scode,TC1003
有機黃耆,scode,32150124
有機黑木耳,scode,NK007
有機黑米350g,scode,NSF14
有機黑豆黑芝麻奶粉,scode,LCL901
有機黑豆醬油,scode,32110142
有機黑芝麻,scode,TX5050
有機黑芝麻米糧香脆條,scode,GBF-TX3020
有機黑芝麻香脆粒,scode,TX3040
有機黑芝麻粉,scode,TX5060
有機黑芝麻糊,scode,TX1050
有機黑芝麻糊(加薑),scode,TX1060
有機黑芝麻糊（獨立包裝）,scode,TX1010A
有機黑胡椒粉,scode,32111064
有機黑麥,scode,NSF07
有機黑麥仁,scode,32220100
有機黑麥汁(悅心),scode,32181968
有機黑糖1lb,scode,NSF11
有機黑糯米1kg,scode,NSF201610
有機椰子果醋240ml,scode,TA6011
有機椰子油(斯里蘭卡),scode,104123
有機椰子花蜜,scode,TS1002
有機椰子花蜜糖,scode,32120349
有機椰子花糖,scode,TA6023
有機椰子醬,scode,TA6018
有機椰奶粉（購買椰子油473ml，以$10換購）,scode,ME6226
有機椰糖,scode,ME6016
有機腰果 (無烘焙),scode,32070088
有機葡萄柚汁,scode,32180190
有機蜂蜜杏仁腰果,scode,32070781
有機補氣茶,scode,32241174
有機綜合果仁麥片,scode,32191875
有機綜合堅果 (無烘焙),scode,32070064
有機綜合蔬果汁,scode,32183009
有機綜合養生果仁,scode,32070095
有機綠豆,scode,TC5005
有機綠茶薏仁糊,scode,TX1070
有機舞茸,scode,GBF-CM3220
有機辣椒粉,scode,32111040
有機辣椒醬200ml,scode,TC4001
有機銀耳（小盒）,scode,NK0002
有機鳳梨汁,scode,32181234
有機鳳梨胡蘿蔔汁,scode,32180213
有機鳳梨脆片,scode,4715862530492
有機熱情果醬220g,scode,TH0150
有機蓮子,scode,32150834
有機蔬果汁,scode,32180251
有機蔬果汁 350mL,scode,32182170
有機燒茄子蕃茄醬,scode,GBF-IT6310
有機燕麥仁,scode,32220117
有機燕麥果麥片,scode,LCL0012
有機燕麥面（即沖）,scode,LCL301
有機糖蜜,scode,32120066
有機蕃茄汁,scode,32181975
有機蕃茄醬,scode,32111156
有機蕎麥面（換購品）,scode,LCL300
有機龍舌蘭蜜660g,scode,GBF-ME0108
有機龍舌蘭蜜糖,scode,GBF-ME0106
有機龍神花果醬22g,scode,TH0140
有機糙米 1lb<新豐>,scode,NSF06
有機糙米1kg（OFARM),scode,NSF201601
有機糙米小圈圈（巧克力）,scode,32052245
有機糙米脆餅-奇異籽,scode,GBF-TB1068
有機糙米脆餅-海鹽香醋,scode,GBF-TB1062
有機糙米脆餅-黑米,scode,GBF-TB1066
有機糙米脆餅-綠茶海苔,scode,GBF-TB1069
有機糙米脆餅-酸忌廉韭菜,scode,GBF-TB1063
有機糙米餅,scode,32041040
有機糙米麩(無糖),scode,32190069
有機糙米纖維粉3包裝,scode,202010-3SX3
有機糙米纖維粉8包裝,scode,202010-3
有機薏仁糊(無糖),scode,TX1080
有機薑,scode,0002006
有機禮籃O3,scode,2018O3
有機醬油,scode,32110111
有機藜麥300g,scode,GBF-ME2016
有機蘆薈百香果酵素,scode,32240610
有機蘋果脆片,scode,4715862530522
有機蘋果脆片,scode,SUN201601
有轆可摺助行架 W44X H78-96CM,scode,0000275
有鎖掣切藥丸器,scode,0000126
有鎖掣切藥丸器，透明綠,scode,0001128
有鎖掣切藥丸器，透明藍(N),scode,0000126N
灰頭銀身灰腳手杖,scode,FHS-02
百合杏仁粉（16小包）,scode,4710960912225
百合杏仁粉（獨立小包）,scode,4710960762226
百花蜜,scode,T-H003
百花蜜  (500gm),scode,0000173
百香果醬,scode,32130324
竹炭包,scode,35020110
竹炭包（中）,scode,GW001
竹炭包特惠裝 (四件套裝),scode,CHQ2012
竹炭石鹼(3件裝),scode,0000051
竹炭防滑坐墊,scode,CHQ0002
竹炭眼罩,scode,0001047
竹炭眼罩,scode,CHQ8039
竹炭酥  200克,scode,0000070
竹炭酥  201克,scode,0001055
竹炭調整型連指護腕A1-203F,scode,CHQ0005
竹炭調整型護腕A1-202F,scode,CHQ0004
竹炭鞋墊,scode,CHQ0007
竹香咖啡(濾泡式),scode,32191820
竹碳碳包,scode,6930
竹碳碳包,scode,GHSE6931
竹醋液,scode,35020158
竹醋貼（8片),scode,CHQ8034A
米餅 280g,scode,32040043
米醋100ml,scode,4710783088718
老人椅 BS-7176 防火標準附餐托板及活動腳踏,scode,0000281
老花鏡,scode,A0001101
老薑母茶（18小包）,scode,4710960778081
老薑母茶（獨立小包）,scode,4710960768082
老薑母茶粉,scode,32190410
老薑母茶塊,scode,32190403
老薑黑糖轉310g,scode,OFARM1241
肌力拉筋帶(5M),scode,WH-8013
肌力拉筋帶(紫色)5M,scode,WH-8015
肌力拉筋帶(銀色)5M,scode,WH-8016
自走用輪椅鼓式?車(重11.5kg),scode,0000047
自動吹氣墊,scode,8000002
自然風素拌醬,scode,32110944
自然素材-山葵脆餅,scode,LCL200503
自然素材-胡椒脆餅,scode,LCL200502
自然素材-蒜香脆餅,scode,LCL200501
自然素材-蔥燒脆餅,scode,LCL200504
衣物溫和漂白劑,scode,35020103
衣櫃用碳包130g,scode,ECO105
位元堂中醫防掉髮洗髮露（防屑配方）,scode,WYT6661
位元堂中醫防掉髮洗髮露（烏髮配方）,scode,WYT6660
位元堂中醫防掉髮洗髮露（強韌配方）,scode,WYT6658
位元堂五指毛桃燉雞湯320g,scode,WYT6528
位元堂包裝精選鯰魚膠,scode,WYT3859B04
位元堂原味龜苓膏200g,scode,WYT5199A
位元堂唧唧龜苓爽（秋梨味）250g,scode,WYT7113
位元堂唧唧龜苓爽（原味）250g,scode,WYT7111
位元堂唧唧龜苓爽（椰果味）250g,scode,WYT7112
位元堂唧唧龜苓膏250g(菊花）,scode,WYT7139
位元堂猴頭菇響螺燉雞湯320g,scode,WYT6526
位元堂當歸紅棗燉烏雞320g,scode,WYT6529
位元堂瑤柱蟲草燉湯320g,scode,WYT6527
位元堂精選蟲草花（2兩裝）,scode,WYT6376B01
位元堂鮑汁螺片,scode,WYT7788
位元堂龜苓膏2杯裝（士多啤梨味）100g,scode,WYT6521
位元堂龜苓膏2杯裝（奇異果）100g,scode,WYT6522
位元堂龜苓膏2杯裝（提子味）100g,scode,WYT6523
位元堂龜苓膏2杯裝（藍莓味）100g,scode,WYT6524
位元堂雙層潤喉軟糖（川貝枇杷配方）,scode,WYT7115
位元堂雙層潤喉軟糖（蜂膠八仙果配方）,scode,WYT7117
位元堂雙層潤喉軟糖（蜂膠羅漢果配方）,scode,WYT7116
位元堂靈芝龜苓膏200g,scode,WYT5200A
冷熱墊28X11CM,scode,RT7201
冷熱墊42X36.5CM,scode,RT7207
利秘樂口服液 200ml,scode,0000125
利秘樂口服液 200ml-有助排便之果糖漿 Laevolac - 200ml,scode,QV-091201
助行手推車,scode,CH01040216
即沖朱古力8轂營養餐,scode,TX1330
吟香梅汁,scode,32240061
坐墊JML1,scode,JSM-WLD-010L
宏亞蜜蘭諾-可可8入,scode,TEAM-HYA007
宏亞蜜蘭諾-杏仁千層8入,scode,TEAM-HYA008
宏亞蜜蘭諾-楓糖8入,scode,TEAM-HYA006
希必定消毒藥水25包/盒,scode,WH-G00041
"床墊紙 17"" X 24"" (10張/包)                                  ",scode,0000101
"床墊紙 23"" X 36"" (10張/包)                                  ",scode,0000100
床褥,scode,8000003
快凝寶,scode,M0005
折背大輪手動輪椅（紅18吋）,scode,FHA-MI-MPT
杏仁海苔酥,scode,32040944
杏仁海苔酥,scode,32041460
杏仁粉,scode,32190090
杏仁糊,scode,LCL00022
杏仁糊,scode,LCL0043
"沖涼扶手24""                                                 ",scode,JM-NOT-F19480
沙茶醬,scode,32110197
秀山榨菜 (即食),scode,32140019
"肘關節矽膠墊片護套 Coolmax Tennis Elbow Support, One size fi",scode,MS0010
角角香蕉片（BBQ）,scode,8859164275043
角角香蕉片（芝士玉米）,scode,8859164275036
角角香蕉片（原味）,scode,8859164275029
豆脆片,scode,32040906
豆豉香魚辣椒,scode,471078306074
豆豉香魚辣椒240,scode,4710783063135
豆豉朝天辣椒,scode,4710783063098
足跟墊/對,scode,ECO-3004
車用頸枕,scode,0000072
里仁天然無泡沫牙膏144g,scode,35010128
里仁天然無泡沫牙膏50g,scode,35010432
里仁有機蔬果酵素原液(無糖),scode,32210057
里仁有機轉型期蔬果酵素(有糖),scode,32210064
里仁無泡沫牙膏,scode,35010135
里仁煎餅(杏仁)特價,scode,32040029
防褥瘡坐墊,scode,ECO-3001
亞麻仁籽,scode,LCL2006
亞麻仁養生薄餅,scode,LCL0001A
亞麻籽水果酵素餅,scode,LCL0001
亞麻堅果酥,scode,32054743
佳膳（糖尿配方）,scode,M0010
佳膳奶粉（細罐）,scode,M0007
佳膳成人升級配方,scode,M0014
佳膳成人升級配方800G,scode,M0014A
佳膳成人配方400g,scode,M0017
佳膳成人配方奶粉400g,scode,M00078
佳膳糖尿配方,scode,MM001
佳膳糖適400g,scode,M10065
佳膳纖維400g,scode,M10076
佳膳纖維配方,scode,M0013
佳膳纖維配方400G,scode,M0013A
使立消（士多啤梨味）慈善換購價,scode,GIFT01
兒童佳膳400G,scode,M100553424
其他有機菜2,scode,0002009
初榨椰子油473ml,scode,LCL8029
刺痛靈 潘氏鎮痛膏,scode,IC4002
味付海苔(原味),scode,32170252
味榮有機香醇腐乳,scode,NSF113
味榮有機乾豆豉,scode,NSF111
味榮有機濕豆豉,scode,NSF112
味噌沖泡麵,scode,32020281
和然有機大豆瓣醬（800g）,scode,NK008
和然有機醬油（500ml）,scode,NK001
咖哩粉,scode,32110234
"夜用金裝 ""護理寶""隨意貼成人紙尿片-大碼                      ",scode,AAA00118-G
官燕棧花膠雪耳燉西施骨湯,scode,IBN102
官燕棧甜脆核桃,scode,IBN04
官燕棧猴頭菇燉響螺燉雞湯,scode,IBN101
官燕棧當歸紅棗煲雞湯,scode,IMP103
官燕棧靈芝蟲草花燉雞湯,scode,IBN100
岳盛小阿姨黑糖薑母茶,scode,LCL0029
怡保康400g,scode,M0006
怡保康400g,scode,M3478
怡美軒寄賣產品,scode,NICE-C01
怡美軒寄賣產品02,scode,NICE-C02
怡寶康900G,scode,M0008
拐杖椅,scode,0001104
拐杖椅(灰色),scode,0001000
"拐杖腳, 四腳拐杖腳適用（灰色）19MM",scode,MS0006
"拐杖腳, 四腳拐杖腳適用（啡色）19MM",scode,MS008
"拐杖腳, 四腳拐杖腳適用（黑色）19MM",scode,MS0007
放大鏡指甲鉗 (日美牌) #B 690,scode,SIL002
放大鏡指甲鉗 (博友牌) #190,scode,SIL001
放大鏡趾甲鉗 # 185,scode,0000082
放大鏡趾甲鉗 (纖巧型),scode,0000083
放水圍裙,scode,6000013
明愛雙黃白蓮蓉月餅,scode,M00001
易康寄賣產品,scode,ECO-C01
杭州胎菊75g,scode,IBN02
杭州胎菊75g,scode,IMP03
東南黑麥汁,scode,32182798
松鶴片心(L）,scode,CH01010138
松鶴片心細碼（20片/包）,scode,CH1010136
板栗,scode,GT00120
枇杷羅漢果,scode,108019
果片餐,scode,00919
果醋（青梅）,scode,4710783055062
果醋（桂花酸梅湯）,scode,4710783058117
果醋（極品烏梅）,scode,4710783058100
果醋（葡萄）,scode,4710783055093
果醋（蜜桃）,scode,4710783055109
果醋（鳳梨）,scode,4710783055116
果醋（蘋果）,scode,4710783055055
油切冷泡純綠茶,scode,4712834114193
油切綠茶試飲包,scode,100010021
泡菜麵,scode,32021172
炊飯碳,scode,GHSE1123
爭鮮天津有機甘栗（已剝殼）,scode,32070125
玫瑰岩鹽,scode,32110883
玫瑰花,scode,LCL0007
玫瑰花茶,scode,4712834114537
矽膠 3/4 掌墊  (中),scode,MC-SP-I-90838
矽膠全掌墊 (37-38),scode,MC-SP-I-907M
"矽膠全掌墊 (39, 40, 42, 44)",scode,0000162
矽膠足跟墊 (中),scode,MS0011
肩膊矯形帶 (大碼),scode,0000282
芝麻巧果,scode,32050486
芝麻粒,scode,0002100
芝麻糊（獨立包裝）,scode,LCL0004
芬蘭有機-四合一燕麥片,scode,NSF05
芬蘭有機-即溶燕麥片（大片）,scode,NSF03
芬蘭有機-黑麥片,scode,NSF04
芬蘭有機燕麥片,scode,NSF02
花生巧克力,scode,32055467
花生醬,scode,32130058
花紋手杖,scode,0000138
"花紋拐杖,深木紋",scode,0000136
"花紋拐杖,深木紋",scode,0000159
"花紋拐杖,黑底碎花",scode,0000135
"花紋拐杖,碎花紋",scode,0000160
花紋摺機,scode,0001085
花茶（土象）,scode,FD01
花茶（水象）,scode,FD04
花茶（火象）,scode,FD02
花茶（風象）,scode,FD03
花寶全能培植土1L,scode,ML01
金桔軟糖,scode,32050172
金桔鮮果乾(150g),scode,32061048
金黃亞麻籽仁,scode,LCL8028
金裝禮盒,scode,100010001
金鉤朝天辣椒,scode,4710783063104
長者八達通表-classic black,scode,SS-RUO02E
長者八達通表MM02C,scode,SS-MM02C
長者拐杖傘（混色）長63CM,scode,CH0007
長者拐杖傘（混色）短,scode,CH0006
長意粉（500g）,scode,8007255060034
阿里山老薑小黑糖,scode,4712834112502
